# LSST Throughputs files created from syseng_throughputs repo
# Version 1.9
# sha1 fcc05772f99427e4a45cd1b9da1628dded9a06d5
# Aerosols added to atmosphere
# Wavelen_cutoff_BLUE 669.90
# Wavelen_cutoff_RED 837.80
# Wavelength(nm)  Throughput(0-1)
659.0000000000816 5.918175566369655e-05
659.1000000000816 0.00010180726758529824
659.2000000000817 0.00014444504473848008
659.3000000000817 0.00018709508880491435
659.4000000000817 0.00022975740146659145
659.5000000000817 0.00027243198440580243
659.6000000000818 0.00031518602882234107
659.7000000000818 0.0003579705554648098
659.8000000000818 0.00040078557386816264
659.9000000000818 0.00044363109356855676
660.0000000000819 0.0004865071240758672
660.1000000000819 0.0004954497149266859
660.2000000000819 0.0005043938538088045
660.3000000000819 0.0005133395407546902
660.400000000082 0.000522286775796295
660.500000000082 0.0005312355589651017
660.600000000082 0.0005403009458604835
660.700000000082 0.0005493716943137236
660.800000000082 0.0005584478053461252
660.9000000000821 0.0005675292799790443
661.0000000000821 0.0005766161192276365
661.1000000000821 0.0005796436366105171
661.2000000000821 0.0005826717230113186
661.3000000000822 0.000585700378463458
661.4000000000822 0.0005887296030003634
661.5000000000822 0.0005917593966555747
661.6000000000822 0.0005949163104742208
661.7000000000822 0.0005980750832357188
661.8000000000823 0.0006012357153362117
661.9000000000823 0.0006043982071732042
662.0000000000823 0.0006075625591457636
662.1000000000823 0.0006141979417429319
662.2000000000824 0.0006208351074040533
662.3000000000824 0.0006274740563478613
662.4000000000824 0.0006341147887944975
662.5000000000824 0.0006407573049627495
662.6000000000824 0.0006474016050721247
662.7000000000825 0.0006540476893414415
662.8000000000825 0.0006606955579902537
662.9000000000825 0.0006673452112381488
663.0000000000825 0.0006739966493038101
663.1000000000826 0.0006795122502418375
663.2000000000826 0.0006850301793126803
663.3000000000826 0.0006905504364519214
663.4000000000826 0.0006960730215958386
663.5000000000827 0.0007015979346797628
663.6000000000827 0.000706976065501791
663.7000000000827 0.0007123548976420891
663.8000000000827 0.0007177341111039102
663.9000000000827 0.0007231134008246546
664.0000000000828 0.0007284924776060764
664.1000000000828 0.0007381611403832739
664.2000000000828 0.0007478319733097907
664.3000000000828 0.0007575047231525449
664.4000000000829 0.000767179151786683
664.5000000000829 0.0007768550378621884
664.6000000000829 0.0007866990731605467
664.7000000000829 0.0007965482240672742
664.800000000083 0.0008064023609275816
664.900000000083 0.0008162613765422153
665.000000000083 0.0008261251877234454
665.100000000083 0.0008392980887993622
665.200000000083 0.0008524690534244217
665.3000000000831 0.0008656380549699834
665.4000000000831 0.0008788050985669173
665.5000000000831 0.0008919702231735861
665.6000000000831 0.0009051336155765517
665.7000000000832 0.000918295352944791
665.8000000000832 0.000931455553000498
665.9000000000832 0.0009446143762960184
666.0000000000832 0.0009577720284931084
666.1000000000832 0.0009849913673062726
666.2000000000833 0.0010122258898823805
666.3000000000833 0.0010394759574147234
666.4000000000833 0.0010667420078881993
666.5000000000833 0.0010940245608536305
666.6000000000834 0.0011210866576467828
666.7000000000834 0.001148152833864726
666.8000000000834 0.0011752230650842017
666.9000000000834 0.0012022973238454127
667.0000000000834 0.0012293755795085488
667.1000000000835 0.0012516243659085084
667.2000000000835 0.0012738750858569093
667.3000000000835 0.001296127700782352
667.4000000000835 0.0013183821688225001
667.5000000000836 0.00134063844471916
667.6000000000836 0.0013631852289099446
667.7000000000836 0.0013857433886734747
667.8000000000836 0.0014083129513069745
667.9000000000837 0.0014308939491135247
668.0000000000837 0.0014534864196827204
668.1000000000837 0.0015208337207152074
